ts,window_start,window_end,label,confidence,pkts_per_sec,unique_dst_ports,avg_len,tcp_ratio,syn_ratio,source
2025-11-15T19:25:41.295792,1763234739.2350597,1763234741.2922652,normal,0.0,3.8887705864662,0,98.0,0.0,0.0,heuristic
2025-11-15T19:25:43.347568,1763234741.2922652,1763234743.3440356,normal,0.0,3.8990716554712437,0,98.0,0.0,0.0,heuristic
2025-11-15T19:25:45.411524,1763234743.3440356,1763234745.4067526,normal,0.0,2.423987437327071,0,98.0,0.0,0.0,heuristic
2025-11-15T19:25:47.468481,1763234745.4067526,1763234747.4649427,normal,0.0,3.401046373227302,0,98.0,0.0,0.0,heuristic
2025-11-15T19:25:49.515712,1763234747.4649427,1763234749.5119357,normal,0.0,1.9540858060561321,0,98.0,0.0,0.0,heuristic
2025-11-15T19:25:51.551180,1763234749.5119357,1763234751.5511417,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:25:53.591574,1763234751.5511417,1763234753.5915375,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:25:55.642033,1763234753.5915375,1763234755.6419947,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:25:57.691171,1763234755.6419947,1763234757.6911228,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:25:59.743286,1763234757.6911228,1763234759.7432468,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:01.802629,1763234759.7432468,1763234761.802592,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:03.856087,1763234761.802592,1763234763.856051,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:05.898132,1763234763.856051,1763234765.8980913,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:07.956883,1763234765.8980913,1763234767.9568446,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:10.005702,1763234767.9568446,1763234770.0056632,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:12.057027,1763234770.0056632,1763234772.0569882,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:14.110105,1763234772.0569882,1763234774.110067,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:16.148322,1763234774.110067,1763234776.148282,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:18.183907,1763234776.148282,1763234778.1838703,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:20.243573,1763234778.1838703,1763234780.2399936,normal,0.0,3.890817330136366,0,137.0,0.0,0.0,heuristic
2025-11-15T19:26:22.270893,1763234780.2399936,1763234782.2708542,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:24.313696,1763234782.2708542,1763234784.3135743,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:26.343764,1763234784.3135743,1763234786.3437278,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:28.389579,1763234786.3437278,1763234788.3895416,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:30.422283,1763234788.3895416,1763234790.4222457,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:32.452350,1763234790.4222457,1763234792.4523103,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:34.488919,1763234792.4523103,1763234794.4888828,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:36.513338,1763234794.4888828,1763234796.5133018,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:38.596447,1763234796.5133018,1763234798.5929952,normal,0.0,3.8467210203618856,0,81.0,0.0,0.0,heuristic
2025-11-15T19:26:40.635676,1763234798.5929952,1763234800.6356373,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:42.671100,1763234800.6356373,1763234802.6710603,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:44.684656,1763234802.6710603,1763234804.684621,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:46.696534,1763234804.684621,1763234806.6964943,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:48.718141,1763234806.6964943,1763234808.7181022,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:50.740973,1763234808.7181022,1763234810.7409344,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:52.767632,1763234810.7409344,1763234812.7675955,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:54.817938,1763234812.7675955,1763234814.8178992,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:56.868923,1763234814.8178992,1763234816.8688836,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:26:58.914661,1763234816.8688836,1763234818.9146237,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:00.956780,1763234818.9146237,1763234820.956741,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:02.977306,1763234820.956741,1763234822.977266,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:05.005310,1763234822.977266,1763234825.005274,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:07.029788,1763234825.005274,1763234827.0297353,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:09.062981,1763234827.0297353,1763234829.0629425,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:11.083997,1763234829.0629425,1763234831.0839574,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:13.109814,1763234831.0839574,1763234833.1097772,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:15.157762,1763234833.1097772,1763234835.1577232,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:17.207012,1763234835.1577232,1763234837.2069726,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:19.265042,1763234837.2069726,1763234839.2650003,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:21.326226,1763234839.2650003,1763234841.3261857,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:23.368042,1763234841.3261857,1763234843.3680003,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:25.420474,1763234843.3680003,1763234845.420438,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:27.467125,1763234845.420438,1763234847.4670882,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:29.515589,1763234847.4670882,1763234849.5155532,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:31.568050,1763234849.5155532,1763234851.5679414,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:33.620197,1763234851.5679414,1763234853.6201591,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:35.649607,1763234853.6201591,1763234855.649568,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:37.692241,1763234855.649568,1763234857.692202,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:39.747364,1763234857.692202,1763234859.7473247,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:41.799097,1763234859.7473247,1763234861.7990575,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:43.830134,1763234861.7990575,1763234863.8300943,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:45.893703,1763234863.8300943,1763234865.893663,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:47.936883,1763234865.893663,1763234867.936844,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:49.991441,1763234867.936844,1763234869.991403,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:52.028049,1763234869.991403,1763234872.0280116,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:54.069468,1763234872.0280116,1763234874.0694284,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:56.119011,1763234874.0694284,1763234876.1189713,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:27:58.162987,1763234876.1189713,1763234878.1629481,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:00.208744,1763234878.1629481,1763234880.2087042,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:02.260258,1763234880.2087042,1763234882.260218,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:04.295804,1763234882.260218,1763234884.295763,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:06.329201,1763234884.295763,1763234886.3291607,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:08.367184,1763234886.3291607,1763234888.3670154,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:10.402295,1763234888.3670154,1763234890.4022567,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:12.444414,1763234890.4022567,1763234892.444378,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:14.487082,1763234892.444378,1763234894.487043,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:16.541812,1763234894.487043,1763234896.5417733,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:18.589306,1763234896.5417733,1763234898.5892668,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:20.636160,1763234898.5892668,1763234900.6361175,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:22.674925,1763234900.6361175,1763234902.67488,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:24.716114,1763234902.67488,1763234904.716074,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:26.765655,1763234904.716074,1763234906.7656183,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:28.810821,1763234906.7656183,1763234908.8107822,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:30.844533,1763234908.8107822,1763234910.8444932,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:32.891888,1763234910.8444932,1763234912.891844,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:34.910192,1763234912.891844,1763234914.9101527,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:36.928931,1763234914.9101527,1763234916.9288948,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:38.962842,1763234916.9288948,1763234918.9628031,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:40.991982,1763234918.9628031,1763234920.9919455,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:43.029623,1763234920.9919455,1763234923.0295858,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:45.071508,1763234923.0295858,1763234925.0714712,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:47.124435,1763234925.0714712,1763234927.1243958,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:49.180929,1763234927.1243958,1763234929.1808896,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:51.206926,1763234929.1808896,1763234931.2068875,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:53.240036,1763234931.2068875,1763234933.2400002,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:55.271085,1763234933.2400002,1763234935.2710433,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:57.326412,1763234935.2710433,1763234937.3263726,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:28:59.375703,1763234937.3263726,1763234939.3756638,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:01.432344,1763234939.3756638,1763234941.4323049,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:03.478219,1763234941.4323049,1763234943.4781802,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:05.497098,1763234943.4781802,1763234945.497059,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:07.523145,1763234945.497059,1763234947.5231073,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:09.581788,1763234947.5231073,1763234949.5817473,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:11.631580,1763234949.5817473,1763234951.6315405,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:13.656350,1763234951.6315405,1763234953.656314,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:15.668699,1763234953.656314,1763234955.6686587,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:17.779478,1763234955.6686587,1763234957.779438,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:19.816221,1763234957.779438,1763234959.8161836,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:21.866650,1763234959.8161836,1763234961.8666127,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:23.927499,1763234961.8666127,1763234963.9274592,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:25.989660,1763234963.9274592,1763234965.989617,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:28.043157,1763234965.989617,1763234968.0431182,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:30.112750,1763234968.0431182,1763234970.108077,normal,0.0,1.93708464259303,0,98.0,0.0,0.0,heuristic
2025-11-15T19:29:32.179152,1763234970.108077,1763234972.175777,normal,0.0,3.86903339520663,0,98.0,0.0,0.0,heuristic
2025-11-15T19:29:34.250330,1763234972.175777,1763234974.2466605,normal,0.0,7.726170933056563,0,98.0,0.0,0.0,heuristic
2025-11-15T19:29:36.302894,1763234974.2466605,1763234976.2993178,normal,0.0,3.897386935245368,0,98.0,0.0,0.0,heuristic
2025-11-15T19:29:38.350775,1763234976.2993178,1763234978.347074,normal,0.0,1.9533575381841146,0,98.0,0.0,0.0,heuristic
2025-11-15T19:29:40.407908,1763234978.347074,1763234980.407871,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:42.446233,1763234980.407871,1763234982.4461944,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:44.494134,1763234982.4461944,1763234984.4940968,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:46.531382,1763234984.4940968,1763234986.5313432,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:48.564910,1763234986.5313432,1763234988.5648723,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:50.600894,1763234988.5648723,1763234990.6008554,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:52.626703,1763234990.6008554,1763234992.626663,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:54.673688,1763234992.626663,1763234994.673647,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:56.735960,1763234994.673647,1763234996.7359157,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:29:58.775557,1763234996.7359157,1763234998.775517,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:00.820166,1763234998.775517,1763235000.819913,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:02.865066,1763235000.819913,1763235002.8650265,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:04.926363,1763235002.8650265,1763235004.922667,normal,0.0,3.887948257143089,0,81.0,0.0,0.0,heuristic
2025-11-15T19:30:06.965441,1763235004.922667,1763235006.9654014,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:09.017460,1763235006.9654014,1763235009.0174236,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:11.077490,1763235009.0174236,1763235011.0774548,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:13.134955,1763235011.0774548,1763235013.1349149,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:15.193785,1763235013.1349149,1763235015.1937456,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:17.217291,1763235015.1937456,1763235017.2172515,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:19.274571,1763235017.2172515,1763235019.274531,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:21.336855,1763235019.274531,1763235021.336816,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:23.393256,1763235021.336816,1763235023.3932173,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:25.456024,1763235023.3932173,1763235025.4559805,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:27.517369,1763235025.4559805,1763235027.5173295,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:29.565056,1763235027.5173295,1763235029.5650194,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:31.600025,1763235029.5650194,1763235031.5999856,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:33.620147,1763235031.5999856,1763235033.6201046,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:35.662390,1763235033.6201046,1763235035.662351,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:37.695530,1763235035.662351,1763235037.6954932,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:39.740804,1763235037.6954932,1763235039.7407677,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:41.793016,1763235039.7407677,1763235041.7929783,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:43.835641,1763235041.7929783,1763235043.8355966,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:45.880217,1763235043.8355966,1763235045.8801763,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:47.925733,1763235045.8801763,1763235047.9256933,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:49.970533,1763235047.9256933,1763235049.9704945,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:52.016433,1763235049.9704945,1763235052.016393,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:54.075118,1763235052.016393,1763235054.0750818,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:56.126217,1763235054.0750818,1763235056.126179,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:30:58.165906,1763235056.126179,1763235058.1658666,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:00.198338,1763235058.1658666,1763235060.1983006,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:02.244900,1763235060.1983006,1763235062.2448611,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:04.275237,1763235062.2448611,1763235064.2751977,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:06.325301,1763235064.2751977,1763235066.3252566,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:08.381000,1763235066.3252566,1763235068.3809633,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:10.427703,1763235068.3809633,1763235070.4276636,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:12.477771,1763235070.4276636,1763235072.4777305,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:14.504881,1763235072.4777305,1763235074.5048232,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:16.553654,1763235074.5048232,1763235076.5536141,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:18.585414,1763235076.5536141,1763235078.585374,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
2025-11-15T19:31:20.622320,1763235078.585374,1763235080.622244,normal,0.0,0.0,0,0.0,0.0,0.0,heuristic
